index,label,blank_logit_both,blank_logit_img_only,blank_logit_txt_only,drop_logit_both,drop_logit_img_only,drop_logit_txt_only,blank_score_both,blank_score_img_only,blank_score_txt_only,drop_score_both,drop_score_img_only,drop_score_txt_only
23,1,8.616258,5.360879,0.20623526,8.616258,4.3367596,0.18655315,0.999819,0.9953252,0.5513768,0.999819,0.98709005,0.5465035
24,1,-1.2159328,-3.2330604,0.04677856,-1.2159328,-5.827449,-0.034846187,0.22865297,0.037940383,0.5116925,0.22865297,0.002936931,0.49128932
25,1,2.2805007,-1.0825164,-0.14392711,2.2805007,-2.8960614,-0.12920946,0.90724915,0.25303012,0.4640802,0.90724915,0.052348606,0.4677425
26,0,-9.875582,-1.7070657,0.5526433,-9.875582,-3.7904384,-0.0733808,5.14123e-05,0.15354468,0.63474864,5.14123e-05,0.022086851,0.481663
27,1,-0.9527178,-2.6947317,-0.076690786,-0.9527178,-4.9537783,-0.34663796,0.27833858,0.06328494,0.48083672,0.27833858,0.0070072487,0.41419792
28,1,7.825281,4.880403,-0.2767976,7.825281,3.1362052,-0.2141976,0.9996007,0.99246323,0.43123907,0.9996007,0.9583617,0.44665438
29,1,6.522711,3.078445,-0.3133077,6.522711,2.0356662,0.047723956,0.9985324,0.95599484,0.42230758,0.9985324,0.88449126,0.5119287
30,1,8.776136,6.8767576,-0.13068275,8.776136,4.99,-0.11721952,0.9998456,0.99896955,0.46737573,0.9998456,0.99324036,0.4707286
31,1,9.201994,6.338889,-0.22010869,9.201994,5.2424345,-0.090067394,0.99989915,0.9982369,0.44519395,0.99989915,0.9947404,0.4774984
32,0,-9.272675,-0.958143,0.55430746,-9.272675,-2.5544386,0.3294411,9.394806e-05,0.27725014,0.63513434,9.394806e-05,0.072128855,0.5816233
33,1,5.754167,1.7199649,-0.15441947,5.754167,-0.4493379,-0.05087909,0.9968405,0.8481243,0.46147168,0.9968405,0.3895182,0.487283
34,1,6.422597,2.5580645,0.3126458,6.422597,1.0245051,-0.087706454,0.99837816,0.9281134,0.5775309,0.99837816,0.7358492,0.47808743
35,1,7.574134,3.662495,0.0007891357,7.574134,1.6247131,-0.095147535,0.9994867,0.974974,0.5001973,0.9994867,0.8354441,0.47623104
36,1,-2.2243211,-2.3466058,-0.024772063,-2.2243211,-4.5404205,-0.010276049,0.0975876,0.087335944,0.49380732,0.0975876,0.010556295,0.497431
37,1,-0.1921316,-3.1895244,0.10537112,-0.1921316,-5.6808853,0.12768173,0.45211434,0.03956185,0.52631843,0.45211434,0.0033989456,0.5318771
38,1,3.751104,-0.41720432,0.31185248,3.751104,-2.087244,-0.09044123,0.97704744,0.39718592,0.5773374,0.97704744,0.11034283,0.4774051
39,1,9.489728,5.9544096,0.2174367,9.489728,4.711034,-0.021858416,0.9999244,0.9974124,0.554146,0.9999244,0.9910847,0.49453562
40,1,8.665365,6.4336476,0.025450185,8.665365,3.6582184,-0.03663271,0.9998275,0.998396,0.5063622,0.9998275,0.97486943,0.49084282
41,1,6.8663607,3.8150303,0.084551305,6.8663607,1.956601,0.15409815,0.9989588,0.97843814,0.5211252,0.9989588,0.8761647,0.53844845
42,1,1.2015921,0.61130095,0.23493797,1.2015921,-1.0462358,0.21237324,0.7688079,0.64823747,0.55846584,0.7688079,0.25994858,0.55289465
43,1,4.2100115,2.1592617,-0.010725737,4.2100115,0.8041283,0.028187316,0.985371,0.89653105,0.49731854,0.985371,0.6908569,0.50704634
44,1,7.3117285,3.7995012,-0.042591214,7.3117285,1.9705992,-0.4716441,0.9993327,0.9781081,0.48935378,0.9993327,0.8776755,0.3842272
45,1,9.778164,6.4399314,-0.27398837,9.778164,4.3097763,-0.28736478,0.9999434,0.998406,0.43192825,0.9999434,0.9867416,0.4286491
46,1,8.173746,4.983888,-0.23320368,8.173746,2.774776,-0.26932037,0.9997181,0.99319917,0.44196188,0.9997181,0.9412975,0.43307397
47,1,6.0617695,4.430691,0.1454797,6.0617695,2.4811263,-0.05033225,0.9976751,0.9882338,0.5363059,0.9976751,0.9228081,0.48741958
48,0,-8.950884,3.8958428,0.6077582,-8.950884,1.9882641,0.0729004,0.00012960573,0.9800787,0.6474292,0.00012960573,0.87955934,0.518217
49,1,7.5591736,4.412243,0.1351637,7.5591736,2.713782,0.16856702,0.999479,0.9880173,0.53373957,0.999479,0.93783504,0.54204226
50,0,-8.857578,2.479766,-0.43089688,-8.857578,-0.3307222,-0.44052535,0.00014227901,0.9227111,0.39391217,0.00014227901,0.41806492,0.3916158
51,1,8.84263,6.947227,0.3936165,8.84263,5.12993,-0.118714735,0.9998555,0.9990396,0.597153,0.9998555,0.99411786,0.47035614
52,1,9.727151,6.179771,0.21531796,9.727151,4.8116283,-0.07331134,0.9999404,0.9979334,0.5536225,0.9999404,0.991931,0.48168036
53,1,6.3981323,2.9472704,0.15524589,6.3981323,2.6768432,0.5401308,0.9983381,0.95013434,0.53873366,0.9983381,0.9356463,0.6318428
54,1,3.0361228,2.7434556,-0.23516284,3.0361228,1.3920817,-0.3129673,0.9541796,0.93954265,0.44147873,0.9541796,0.80092436,0.4223906
55,1,5.651189,5.3199177,-0.015703246,5.651189,3.411076,-0.21839872,0.99649894,0.99513066,0.49607426,0.99649894,0.9680489,0.44561633
56,1,5.1382194,1.5443726,0.058848515,5.1382194,-0.09816098,-0.019499853,0.99416614,0.8240994,0.51470786,0.99416614,0.47547945,0.49512517
57,1,-1.6047906,-0.5599981,0.2225275,-1.6047906,-2.3152637,0.19484328,0.16731313,0.36354792,0.5554034,0.16731313,0.08986668,0.5485573
58,1,7.611814,4.8755646,-0.2567561,7.611814,2.7929285,-0.35908526,0.99950564,0.992427,0.43616128,0.99950564,0.94229245,0.41118103
59,1,8.900335,4.742895,0.06987302,8.900335,2.7860217,0.20000522,0.9998636,0.9913619,0.5174611,0.9998636,0.9419158,0.54983526
60,1,9.275233,6.309025,0.21071342,9.275233,4.348405,-0.38239977,0.9999063,0.9981834,0.55248433,0.9999063,0.9872376,0.40554824
61,1,7.928672,4.934799,-0.25999767,7.928672,3.1502385,-0.15223593,0.99963987,0.9928595,0.4353643,0.99963987,0.9589181,0.46201435
62,0,-10.410684,-3.0056038,-0.227154,-10.410684,-5.6403117,-0.4018982,3.0108178e-05,0.047173355,0.44345444,3.0108178e-05,0.0035391906,0.4008564
63,1,6.0468364,2.6544194,-0.14892188,6.0468364,0.46632737,-0.010158978,0.99764025,0.93428284,0.4628382,0.99764025,0.6145141,0.49746022
64,1,1.999459,-1.5963608,0.13797069,1.999459,-4.006776,-0.077461004,0.8807403,0.16849086,0.5344381,0.8807403,0.017866919,0.4806444
65,1,8.755661,5.6078367,-0.23043439,8.755661,3.081952,-0.41324943,0.9998424,0.9963444,0.442645,0.9998424,0.9561421,0.39813322
66,0,2.6827629,-0.3005938,0.3599732,2.6827629,-1.6899939,0.13894252,0.9360018,0.4254123,0.58903396,0.9360018,0.15577665,0.53467983
67,0,-9.863535,-0.45379546,-0.08777703,-9.863535,-2.688013,-0.21172144,5.2035364e-05,0.38845873,0.4780698,5.2035364e-05,0.06368439,0.4472665
68,1,2.1901665,4.3685217,0.3018342,2.1901665,2.5455923,0.08996464,0.8993629,0.98748857,0.57489085,0.8993629,0.92727685,0.522476
69,1,8.277352,4.659431,-0.10440412,8.277352,3.0689883,-0.1623322,0.9997459,0.990617,0.4739227,0.9997459,0.95559525,0.45950583
70,1,0.21825323,4.424073,-0.46789002,0.21825323,1.2964916,0.0019641966,0.5543477,0.9881566,0.38511574,0.5543477,0.7852439,0.500491
71,1,9.747274,6.218581,0.020614862,9.747274,4.330677,-0.21025422,0.9999416,0.9980118,0.50515354,0.9999416,0.9870122,0.44762924
72,1,8.997398,6.076688,0.0606201,8.997398,3.3564005,-0.07831702,0.99987626,0.9977095,0.51515037,0.99987626,0.96631384,0.48043075
73,1,9.431536,5.8621078,-0.19503334,9.431536,4.5053496,-0.29569614,0.9999199,0.99716276,0.45139563,0.9999199,0.989071,0.4266099
74,1,9.039478,6.092209,-0.22364147,9.039478,3.8610387,-0.30318815,0.9998814,0.9977447,0.4443215,0.9998814,0.97938764,0.4247783
75,1,8.1290865,5.6999736,-0.01657851,8.1290865,4.4569125,-0.37992877,0.99970526,0.99666506,0.49585545,0.99970526,0.98853487,0.40614405
76,1,4.8479786,2.3954759,0.14603013,4.8479786,1.0093889,-0.2754623,0.9922168,0.9164817,0.5364428,0.9922168,0.73290056,0.43156663
77,1,3.7501028,-0.095663205,0.173993,3.7501028,-2.0184402,0.07373235,0.9770249,0.47610238,0.54338884,0.9770249,0.11728036,0.51842475
78,1,6.854445,3.5954561,-0.14075613,6.854445,2.5894115,-0.25222763,0.99894637,0.9732851,0.46486893,0.99894637,0.93017703,0.43727526
79,1,9.210005,5.6809306,-0.047074273,9.210005,3.8608537,-0.23201041,0.9999,0.9966012,0.4882336,0.9999,0.979384,0.4422562
80,0,-6.2019854,2.7903645,-0.030640304,-6.2019854,0.17918688,-0.38913834,0.0020213113,0.94215286,0.4923405,0.0020213113,0.54467726,0.40392473
81,1,8.381508,4.3795004,-0.23936564,8.381508,2.5274565,-0.48747486,0.99977094,0.98762345,0.44044268,0.99977094,0.92604434,0.3804886
82,1,7.0598907,2.9825888,0.04146821,7.0598907,0.9643395,-0.2506757,0.9991418,0.9517813,0.51036555,0.9991418,0.72398984,0.43765715
83,1,10.172215,6.915042,-0.25597048,10.172215,5.4370656,-0.11759099,0.99996173,0.99900824,0.4363545,0.99996173,0.9956666,0.47063607
84,1,7.215298,4.411994,-0.38635615,7.215298,3.046234,-0.60565794,0.99926525,0.9880144,0.4045948,0.99926525,0.9546197,0.3530503
85,1,9.497158,6.431101,0.18208277,9.497158,4.3258467,-0.16917446,0.9999249,0.9983919,0.5453954,0.9999249,0.9869502,0.45780697
86,1,-0.41452467,3.2283916,0.27149037,-0.41452467,1.8368535,-0.2524849,0.39782768,0.9618889,0.56745875,0.39782768,0.8625761,0.437212
87,1,10.018984,6.5453405,-0.114983566,10.018984,5.4027696,-0.10666868,0.9999554,0.99856526,0.47128573,0.9999554,0.9955161,0.4733581
88,1,2.778626,-0.8944158,0.060201295,2.778626,-2.5752153,-0.00765305,0.94150984,0.2901994,0.51504576,0.94150984,0.070750654,0.49808678
89,0,-11.075062,-2.4225087,0.46623927,-11.075062,-4.664089,-0.08403717,1.5493695e-05,0.08147232,0.61449325,1.5493695e-05,0.009339777,0.47900304
90,1,6.076718,2.6317391,-0.01014971,6.076718,0.86942756,-0.08066724,0.9977095,0.9328766,0.49746257,0.9977095,0.70462656,0.47984412
91,1,8.890408,6.109724,-0.15175954,8.890408,4.055809,-0.15608165,0.9998623,0.99778384,0.46213275,0.9998623,0.98297346,0.46105865
92,1,0.95280534,-2.489018,0.023128413,0.95280534,-4.942965,-0.22158155,0.72167903,0.07663166,0.5057818,0.72167903,0.007082891,0.44483015
93,1,5.3860636,2.2967024,0.0798291,5.3860636,0.3493675,-0.23927595,0.99544084,0.90860355,0.5199467,0.99544084,0.5864642,0.4404648
94,0,-10.894767,-1.9323242,0.41813385,-10.894767,-3.4922428,-0.46465194,1.8554738e-05,0.12649354,0.6030366,1.8554738e-05,0.029533751,0.38588282
95,1,1.032318,-1.1729529,0.32918262,1.032318,-2.695914,-0.14774916,0.737365,0.23632166,0.5815605,0.737365,0.06321489,0.46312976
96,1,9.184943,5.6466856,0.068622306,9.184943,2.989946,-0.15662812,0.9998975,0.9964832,0.51714885,0.9998975,0.95211786,0.46092287
97,1,6.6288757,6.65118,-0.024300471,6.6288757,4.7332516,-0.22039081,0.99868006,0.9987092,0.49392518,0.99868006,0.99127895,0.4451242
98,1,5.7868023,5.402115,0.05725059,5.7868023,4.08931,-0.21510112,0.9969416,0.99551314,0.51430875,0.9969416,0.98352516,0.4464311
99,1,8.080717,6.8605123,-0.34146738,8.080717,5.4561615,-0.38013893,0.99969065,0.99895275,0.4154531,0.99969065,0.9957482,0.4060934
100,1,1.5513023,-1.9747635,-0.46627465,1.5513023,-4.448783,-0.25540423,0.82510173,0.121878155,0.38549837,0.82510173,0.011557649,0.43649378
101,1,6.549149,4.932769,-0.002459392,6.549149,4.1099806,-0.13064782,0.9985707,0.992845,0.49938515,0.9985707,0.9838568,0.46738443
102,1,1.8704851,-1.5375819,-0.15808798,1.8704851,-3.44241,-0.29951033,0.8665144,0.17688708,0.4605601,0.8665144,0.030996019,0.4256772
103,1,9.634987,5.7991657,-0.10921562,9.634987,4.207086,0.2998761,0.99993455,0.9969791,0.47272325,0.99993455,0.98532873,0.5744122
104,1,8.8056345,6.65878,-0.1168955,8.8056345,5.063943,-0.22087896,0.99985015,0.998719,0.47080934,0.99985015,0.9937191,0.4450037
105,1,8.740894,5.5156803,-0.30980322,8.740894,3.5150323,-0.09358115,0.99984014,0.9959929,0.4231628,0.99984014,0.97111243,0.47662178
106,1,10.00485,6.68122,-0.31050295,10.00485,5.098467,-0.44644833,0.9999548,0.99874735,0.422992,0.9999548,0.99393094,0.39020556
107,1,3.4007325,-0.4214849,-0.1203272,3.4007325,-2.9071388,-0.3040979,0.9677274,0.3961615,0.46995446,0.9677274,0.05180179,0.42455602
108,1,7.6646214,4.883806,0.27565724,7.6646214,2.882366,0.031857237,0.99953115,0.99248874,0.5684812,0.99953115,0.9469678,0.50796366
109,1,3.4529648,0.243081,0.20376259,3.4529648,-0.94916576,0.31388232,0.96931946,0.5604727,0.55076516,0.96931946,0.27905262,0.5778326
110,1,8.360878,5.3402185,0.020517625,8.360878,2.9057288,-0.3929163,0.9997662,0.99522805,0.5051292,0.9997662,0.9481289,0.4030155
111,1,8.361488,4.624931,-0.42557964,8.361488,3.3453867,-0.48155707,0.9997664,0.9902908,0.39518237,0.9997664,0.9659534,0.38188452
112,1,7.454033,3.1366267,-0.08764529,7.454033,1.5820227,-0.33603123,0.99942124,0.95837855,0.47810268,0.99942124,0.8294908,0.4167739
113,0,-10.310996,-0.6124885,0.22353368,-10.310996,-2.2902758,-0.2924788,3.3264183e-05,0.35149175,0.5556519,3.3264183e-05,0.09193152,0.42739713
114,1,0.7304338,-3.0469813,0.004975565,0.7304338,-5.73448,-0.003120847,0.6749005,0.045347977,0.5012439,0.6749005,0.0032221472,0.4992198
115,1,9.729113,6.859994,-0.03515312,9.729113,4.8401423,-0.25428873,0.9999405,0.99895215,0.49121264,0.9999405,0.992156,0.43676817
116,0,-8.420833,1.5921777,0.51257175,-8.420833,1.1053871,-0.30264193,0.00022018272,0.83092225,0.6254091,0.00022018272,0.75126815,0.42491177
117,1,9.1294775,6.4680114,0.07348217,9.1294775,4.655384,-0.061636016,0.9998915,0.99845004,0.5183623,0.9998915,0.9905793,0.48459584
118,1,9.3976345,6.3892345,-0.45226505,9.3976345,3.9475563,-0.31219146,0.99991703,0.99832326,0.38882238,0.99991703,0.9810637,0.42257988
119,1,1.1619488,-1.2838044,0.008751959,1.1619488,-3.0649455,-0.09766388,0.7616866,0.21690333,0.50218797,0.7616866,0.044576604,0.4756034
120,1,9.315641,6.7640896,-0.19403976,9.315641,5.5758715,-0.17062017,0.99991,0.99884677,0.45164168,0.99991,0.9962262,0.4574481
121,1,5.507393,2.3231435,-0.47503227,5.507393,0.93100125,-0.43564302,0.9959597,0.9107757,0.38342586,0.9959597,0.71727836,0.39277965
122,1,0.41172397,-3.3694637,-0.57727665,0.41172397,-6.0193024,-0.32705605,0.6015012,0.03326355,0.35955948,0.6015012,0.002425468,0.41895714
123,0,3.1256475,2.687622,-0.25762844,3.1256475,1.2003334,-0.153825,0.9579384,0.9362923,0.43594676,0.9579384,0.7685841,0.4616194
124,1,9.481766,6.3176413,0.116859235,9.481766,3.9653833,0.03609135,0.9999238,0.99819905,0.5291816,0.9999238,0.9813921,0.5090219
125,1,4.1138163,2.4515233,0.022030547,4.1138163,1.5332677,-0.2953635,0.9839176,0.9206728,0.5055074,0.9839176,0.8224839,0.42669132
126,1,8.440302,5.486308,-0.16200459,8.440302,3.5912971,-0.13841353,0.99978405,0.995874,0.4595872,0.99978405,0.97317684,0.46545175
127,1,8.733963,5.8392224,-0.30969518,8.733963,3.177304,-0.43128356,0.99983895,0.9970974,0.42318916,0.99983895,0.95997113,0.39381987
128,1,8.10574,5.0147877,-0.21946406,8.10574,2.5097086,-0.30872136,0.9996983,0.9934048,0.44535315,0.9996983,0.92481965,0.42342687
129,1,7.8424587,4.321395,-0.36748964,7.8424587,2.3030434,0.31336936,0.9996075,0.98689276,0.40914777,0.9996075,0.90912884,0.57770747
130,1,9.870468,6.836258,-0.3587933,9.870468,4.766367,-0.320948,0.99994826,0.99892706,0.41125166,0.99994826,0.9915605,0.42044473
131,1,5.5419283,2.2058287,-0.48139557,5.5419283,0.32497096,-0.30110452,0.9960963,0.90077174,0.38192263,0.9960963,0.5805353,0.42528746
132,1,0.5288237,-3.2330604,-0.14776744,0.5288237,-5.827449,-0.31072465,0.6292087,0.037940383,0.46312526,0.6292087,0.002936931,0.42293787
133,1,9.027421,5.4572334,0.17695597,9.027421,3.698689,-0.1426951,0.99987996,0.9957528,0.5441239,0.99987996,0.9758421,0.46438664
134,1,9.973642,7.099279,-0.118609264,9.973642,5.070081,-0.20186117,0.9999534,0.999175,0.47038242,0.9999534,0.99375737,0.44970536
135,1,9.252348,5.523118,-0.069203556,9.252348,3.2839477,-0.058389068,0.99990416,0.99602246,0.482706,0.99990416,0.963874,0.4854069
136,1,6.7680573,3.1978407,-0.24347165,6.7680573,1.4864343,-0.56025183,0.9988514,0.96075296,0.439431,0.9988514,0.81554246,0.36348918
137,1,4.0763483,-0.21866259,0.03574437,4.0763483,-2.2902,-0.21809962,0.98331386,0.4455511,0.50893515,0.98331386,0.091937855,0.44569018
138,0,-10.328774,-1.625671,-0.043651074,-10.328774,-3.2870145,-0.13460802,3.2678046e-05,0.16442424,0.48908895,3.2678046e-05,0.036019366,0.46639872
139,1,7.763156,3.9022088,-0.21112597,7.763156,1.7013694,-0.16993055,0.9995751,0.98020256,0.4474137,0.9995751,0.84571356,0.45761928
140,1,4.0435457,0.5716947,0.7193063,4.0435457,-0.61722374,0.2215294,0.982767,0.63915414,0.6724542,0.982767,0.3504131,0.55515695
141,1,9.946613,6.6204605,0.054024056,9.946613,5.323677,-0.33741406,0.9999521,0.998669,0.5135027,0.9999521,0.99514884,0.4164378
142,1,9.848991,7.0374417,0.019891053,9.848991,5.4394627,-0.20367113,0.9999472,0.99912244,0.50497264,0.9999472,0.99567693,0.4492575
143,1,4.551985,1.5516453,0.03887005,4.551985,0.48029804,-0.16947763,0.9895639,0.82515126,0.5097163,0.9895639,0.6178183,0.45773175
144,0,-10.466824,-1.6078415,0.060828835,-10.466824,-3.7294018,-0.246581,2.8464525e-05,0.1668885,0.5152025,2.8464525e-05,0.02344436,0.4386652
145,0,-10.3318615,-3.026305,0.3358633,-10.3318615,-5.3412566,-0.028316058,3.257733e-05,0.04625155,0.5831853,3.257733e-05,0.0047670146,0.49292144
146,1,8.233192,5.598692,-0.21725187,8.233192,4.361509,-0.18089813,0.99973434,0.9963109,0.44589964,0.99973434,0.98740166,0.45489836
147,1,-0.5306547,2.1779733,-0.09053396,-0.5306547,0.603291,-0.30436885,0.3703642,0.898254,0.477382,0.3703642,0.64640886,0.4244898
148,1,-1.7563407,1.7011673,0.25460964,-1.7563407,-0.5345273,-0.1033067,0.14724924,0.8456871,0.5633108,0.14724924,0.3694616,0.47419629
149,1,9.7633705,6.9506674,0.44595104,9.7633705,5.4692564,-0.013765253,0.9999424,0.9990429,0.6096761,0.9999424,0.9958033,0.4965588
150,1,-7.4883685,-2.0007846,-0.107119195,-7.4883685,-4.1944594,-0.35173285,0.00055924215,0.119120575,0.47324577,0.00055924215,0.014854897,0.41296226
151,1,9.3479595,5.9103565,-0.34435084,9.3479595,4.6376123,-0.33524883,0.99991286,0.99729615,0.414753,0.99991286,0.99041206,0.41696405
152,1,4.3224297,1.8602617,-0.09992306,4.3224297,0.4522491,0.009608284,0.9869061,0.8653274,0.47504002,0.9869061,0.61117387,0.50240207
153,1,3.0702481,0.7803071,0.14579125,3.0702481,-0.8479099,0.005710736,0.9556487,0.68574625,0.5363834,0.9556487,0.29987147,0.5014277
154,1,9.796641,6.751023,-0.03468559,9.796641,5.361264,-0.14112611,0.9999443,0.9988317,0.4913295,0.9999443,0.995327,0.4647769
155,1,9.275814,6.100663,0.05896131,9.275814,3.7850165,0.090873785,0.9999063,0.99776363,0.51473606,0.9999063,0.9777957,0.5227028
156,0,-9.564643,0.3761518,-0.11728865,-9.564643,-0.6031905,-0.16517559,7.0161346e-05,0.5929446,0.47071138,7.0161346e-05,0.35361412,0.45879972
157,1,3.7941704,4.7200885,0.20199126,3.7941704,2.8352294,-0.13320251,0.9779936,0.9911644,0.5503268,0.9779936,0.9445501,0.46674854
158,1,9.314253,5.493202,-0.075395346,9.314253,3.6754475,0.1714904,0.9999099,0.99590224,0.48116007,0.9999099,0.9752881,0.5427678
159,1,8.885933,5.704174,-0.20325288,8.885933,2.6752305,-0.10534577,0.9998617,0.99667907,0.449361,0.9998617,0.93554914,0.4736879
160,1,9.691196,6.391777,-0.080687344,9.691196,5.205512,-0.21139184,0.99993813,0.99832755,0.47983906,0.99993813,0.9945437,0.44734797
161,1,4.918782,6.481227,-0.042495035,4.918782,5.423732,-0.48041478,0.99274504,0.99847037,0.48937786,0.99274504,0.99560875,0.38215417
162,1,6.893878,3.355648,0.39770752,6.893878,1.1970687,0.16388208,0.998987,0.96628934,0.5981367,0.998987,0.7680029,0.5408791
163,1,4.2234936,1.2726333,-0.43498477,4.2234936,-1.3157048,-0.34356502,0.9855641,0.7811932,0.39293665,0.9855641,0.2115338,0.41494378
164,1,7.045477,3.7339506,-0.17508075,7.045477,1.6844678,-0.15350232,0.9991295,0.97665954,0.4563413,0.9991295,0.8434952,0.4616996
165,1,8.201704,4.328841,0.008565113,8.201704,2.9152465,-0.11512684,0.9997259,0.9869888,0.50214124,0.9997259,0.94859505,0.47125006
166,1,6.5105476,3.6703165,0.015863597,6.5105476,1.952704,-0.18479057,0.9985146,0.9751642,0.50396585,0.9985146,0.8757411,0.45393333
167,0,-10.585312,-2.2155335,-0.073063254,-10.585312,-4.2340937,-0.03226258,2.528404e-05,0.09836423,0.48174232,2.528404e-05,0.014285895,0.49193504
168,1,-1.2923726,-0.5228327,-0.2804401,-1.2923726,-1.7999713,-0.18981524,0.21545151,0.3721901,0.43034586,0.21545151,0.14185455,0.45268813
169,1,3.5505862,-0.15599343,-0.030778654,3.5505862,-2.282113,-0.06409712,0.9720933,0.46108055,0.49230596,0.9720933,0.09261522,0.4839812
170,1,6.378497,1.9634304,0.12912151,6.378497,0.43827742,0.18938094,0.9983052,0.8769037,0.5322356,0.9983052,0.60784847,0.54720426
171,0,-10.630184,-1.5525522,0.18277505,-10.630184,-3.5941825,-0.19974996,2.4174593e-05,0.17471795,0.545567,2.4174593e-05,0.026748024,0.4502279
172,1,9.017115,5.0260043,-0.35440326,9.017115,2.8697815,-0.28114942,0.99987864,0.9934778,0.41231504,0.99987864,0.9463323,0.430172
173,1,3.9043963,1.1489024,-0.17306069,3.9043963,-0.5820329,0.37431833,0.98024493,0.75931036,0.4568425,0.98024493,0.358465,0.592502
174,1,8.803715,5.763565,-0.116381675,8.803715,3.4845731,-0.26738587,0.9998498,0.99687,0.4709374,0.9998498,0.97024566,0.43354896
175,0,-11.019444,-1.5146977,0.27814278,-11.019444,-3.4202242,-0.12237193,1.6379812e-05,0.18024364,0.56909084,1.6379812e-05,0.031669352,0.46944517
176,1,7.585307,4.148132,0.10318337,7.585307,2.3624215,0.08221924,0.9994924,0.98445165,0.525773,0.9994924,0.91391647,0.5205432
177,1,-3.8630497,4.12683,-0.13923416,-3.8630497,2.5782442,-0.36171576,0.020571759,0.9841223,0.46524757,0.020571759,0.92944825,0.4105443
178,1,8.822796,6.3804393,-0.10339983,8.822796,5.055386,-0.1426444,0.99985266,0.99830854,0.47417307,0.99985266,0.99366546,0.46439925
