index,label,logit_both,logit_img_only,logit_txt_only
88,1,-2.5920286,-7.568449,0.008252181
89,0,4.615753,7.0354753,-0.047183707
90,1,-4.670619,-7.94619,-0.036702335
91,1,-2.3367715,-6.7300863,-0.1894547
92,1,-3.9528093,-8.551369,-0.21359488
93,1,-4.8468003,-8.42116,-0.23799789
94,0,-3.7354274,6.8160048,-0.4245167
95,1,-4.312463,-7.694976,-0.13538864
96,1,-3.3602371,-8.5054455,-0.17540991
97,1,-5.726718,-6.088131,-0.2201918
98,1,-5.681424,-8.207254,-0.2115912
99,1,-5.8192725,-7.619794,-0.36892653
100,1,-4.0077457,-8.85079,-0.24431126
101,1,-6.4353986,-8.666708,-0.1411126
102,1,-1.9824655,-7.5353136,-0.29768273
103,1,-1.0551994,-6.9499006,0.30098593
104,1,-5.447145,-7.542568,-0.202788
105,1,-4.574045,-8.639523,-0.1013238
106,1,-1.5282114,-6.6394777,-0.4527863
107,1,-3.6899953,-8.780802,-0.2873084
108,1,-5.2259884,-8.41881,0.024433628
109,1,-3.0255384,-8.45812,0.3163177
110,1,-4.0936418,-8.368773,-0.37392807
111,1,-2.3481598,-7.054082,-0.4757607
112,1,-4.5298724,-8.702384,-0.31253868
113,0,-5.256227,5.9627457,-0.27489927
114,1,-3.6162326,-8.65915,0.020737343
115,1,-3.7191005,-7.799411,-0.26617348
116,0,2.9168324,7.119544,-0.29754847
117,1,-3.8746753,-7.535279,-0.0533569
118,1,-3.0613806,-8.08186,-0.29586616
119,1,-3.6681995,-6.9760456,-0.09154897
120,1,-4.525131,-8.259871,-0.17217901
121,1,-3.5381908,-8.509001,-0.4553511
122,1,-3.9159648,-8.595806,-0.32923
123,0,10.6907425,7.1802416,-0.15524103
124,1,-1.5950965,-6.8482704,0.047689013
125,1,-5.6200933,-8.44166,-0.2745051
126,1,-1.537195,-7.060807,-0.14752087
127,1,-4.1718016,-8.607737,-0.42631185
128,1,-4.610198,-8.711868,-0.30194288
129,1,-3.3130684,-8.675575,0.33186692
130,1,-1.5026062,-7.252422,-0.3201211
131,1,-1.1247866,-5.3384056,-0.2972479
132,1,-4.228776,-8.679566,-0.28262907
133,1,-3.776014,-8.243692,-0.13514489
134,1,-2.8471556,-7.735915,-0.2118741
135,1,-5.394237,-8.9786005,-0.059522226
136,1,-2.7137468,-7.110062,-0.56775033
137,1,-2.523192,-7.7075133,-0.2101006
138,0,4.5110245,7.255482,-0.14707565
139,1,-2.5965028,-7.760516,-0.17760217
140,1,-2.8371086,-7.972929,0.24437459
141,1,-4.265474,-8.476442,-0.3406945
142,1,-6.1297207,-8.684314,-0.21585192
143,1,-5.468872,-8.7144165,-0.15439123
144,0,-0.36860874,6.9500947,-0.23897941
145,0,7.7791915,7.8631067,-0.010784999
146,1,-3.5975308,-7.0730896,-0.17692971
147,1,-8.413775,-7.970078,-0.30608815
148,1,-8.772577,-7.9389305,-0.11165646
149,1,-3.3910732,-8.158896,-0.0015363172
150,1,-9.460297,-6.0716424,-0.34822035
151,1,-3.6126742,-8.354156,-0.33794767
152,1,-6.6222925,-9.26737,0.009540752
153,1,-5.40615,-7.730371,-0.00033638626
154,1,-3.3493738,-7.738633,-0.1450975
155,1,-6.852811,-8.899136,0.12068162
156,0,-5.8009686,6.3134937,-0.18074204
157,1,-7.1741767,-7.9825754,-0.1289981
158,1,-2.9336011,-7.8652577,0.19834846
159,1,-3.7764475,-8.826166,-0.12216652
160,1,-1.4875526,-7.1675816,-0.20646077
161,1,-6.946849,-6.9136024,-0.4787528
162,1,-4.0584354,-8.626158,0.17953134
163,1,-4.1109104,-8.3510895,-0.33401003
164,1,-5.8287435,-9.122894,-0.12803462
165,1,-3.715081,-8.146611,-0.11694472
166,1,-5.917454,-8.688513,-0.20508808
167,0,7.6438823,7.8005056,-0.06653773
168,1,-7.4748755,-7.0540524,-0.19283068
169,1,-3.3331542,-8.440853,-0.08752172
170,1,-4.7036257,-8.799373,0.14651537
171,0,1.0980213,7.06843,-0.18096747
172,1,-2.8423364,-8.00604,-0.25009087
173,1,-2.8838859,-6.5756845,0.37340403
174,1,-2.166747,-6.6479197,-0.2945789
175,0,-0.15719853,6.7814364,-0.053914025
176,1,-2.8809862,-7.846119,0.09015484
177,1,-9.7957325,-8.133284,-0.35917372
178,1,-4.047589,-8.218506,-0.14929894
179,1,-3.6785107,-7.8779473,-0.5318567
180,1,-3.2163537,-8.043092,-0.31900543
181,1,-3.7316546,-8.033592,-0.031492226
182,1,-6.777759,-8.326974,-0.21953464
183,1,-4.373451,-8.357708,-0.29062676
184,1,-5.3016534,-7.7735577,-0.27234945
185,1,-2.4619346,-7.4103365,0.09652257
186,1,-2.3724494,-7.2329335,-0.108248204
187,1,-3.0987341,-8.348824,-0.3545181
188,1,-3.4881563,-8.494547,-0.5609043
189,1,-7.2294993,-7.763842,-0.28174502
190,1,-3.5224566,-8.472687,-0.3594152
191,1,-2.1677232,-7.7324934,0.20338632
192,1,-4.8714457,-8.573779,-0.16409759
193,1,-3.783122,-8.5992365,0.12801805
194,1,-5.2784295,-8.884459,-0.15360677
195,0,2.445973,7.0295944,-0.110355765
196,1,-4.42947,-8.675558,-0.19835936
197,1,-10.089066,-7.5375986,-0.2288719
198,1,-3.0440316,-8.045866,0.14281595
199,1,-6.195779,-7.880993,-0.18674256
200,1,-2.7032127,-7.863882,-0.32988915
201,1,-1.4671223,-7.322685,-0.36109337
202,0,6.1543484,7.509567,-0.3261668
203,1,-2.7926064,-7.925935,-0.3302701
204,1,-4.542548,-8.744801,-0.28915662
205,0,5.8447504,7.4050894,-0.17521065
206,1,-4.416602,-8.448574,-0.4697086
207,1,-2.8951907,-7.614581,0.34382847
208,1,-6.1011896,-7.5868635,-0.24927627
209,1,-1.3344135,-7.3863325,-0.52793384
210,1,-6.791467,-8.234177,-0.6055243
211,1,-3.9171386,-6.832695,-0.35348713
212,1,-0.9343627,-5.519807,0.3767156
213,1,-1.8731616,-6.537374,-0.018789321
214,1,-3.4664042,-8.535336,-0.24439426
215,1,-3.9524891,-8.4971695,-0.4914903
216,1,-3.8392425,-8.27285,-0.10031207
217,1,-3.569211,-8.5119095,0.0964176
218,1,-4.7474217,-8.729349,-0.10929316
219,1,-1.9997911,-6.7084217,0.1669479
220,1,-7.2977366,-8.976322,-0.30854958
221,1,-3.351182,-8.265996,-0.2012818
222,1,-5.148546,-8.77556,0.15134782
223,1,-3.1562114,-7.6676264,-0.10821934
224,0,-2.7576385,6.902177,-0.22945988
225,1,-2.6796026,-7.9450674,-0.1997479
226,1,-4.8741775,-8.689688,-0.36733618
227,1,-1.701791,-6.502899,-0.13517892
228,1,-3.7566657,-8.195157,0.11833897
229,1,-4.3467274,-8.666271,-0.42129552
230,1,-5.108061,-8.924018,-0.52116245
231,1,-3.5621555,-8.121895,-0.13622087
232,1,-4.4755464,-8.59771,-0.4495867
233,1,-3.5948024,-8.411272,-0.1464498
234,0,-5.10178,5.932315,0.040918484
235,0,-0.3652532,7.2316866,-0.5465594
236,1,-5.181532,-8.505643,-0.3320381
237,1,-3.3715544,-6.7599945,-0.03794664
238,1,-4.384711,-6.9426665,-0.1004596
239,1,-3.8485959,-7.588167,-0.41703817
240,1,-1.2773107,-6.995314,-0.28001124
241,1,-4.426817,-8.395565,-0.12711242
242,1,-1.773631,-7.542355,-0.13058722
243,0,8.470146,7.2195864,0.007211119
244,0,9.501258,6.8846283,-0.12798977
245,1,-3.278912,-8.382439,-0.19006163
246,1,-5.694291,-8.470747,-0.16031054
247,0,6.849821,7.3357296,-0.21152447
248,1,-5.641713,-7.812444,-0.037600204
249,1,-3.2912257,-8.349138,0.38581857
250,0,5.05346,7.4305363,-0.24390177
251,0,-3.9854932,6.574338,-0.24428996
252,1,-2.6104784,-7.403583,-0.22936812
253,0,-5.680462,5.6720753,-0.5185026
254,1,-1.6698339,-7.1804705,-0.5797204
255,1,-5.007803,-9.126186,-0.0008880943
256,1,-4.075935,-8.321809,0.12994233
257,1,-3.5886056,-8.559049,-0.4102472
258,1,-2.2081895,-7.9174676,0.11533636
259,1,-8.322054,-7.1388636,-0.11147993
260,1,-2.7156196,-8.0154915,0.16976935
261,1,-3.4081283,-7.979404,-0.020887308
262,1,-11.532914,-8.010079,-0.21878397
263,0,4.5044518,7.1802864,0.03550051
264,1,-6.1723046,-7.665458,-0.23161985
265,1,-7.5982237,-8.278487,-0.24125746
266,0,4.0677495,7.048602,-0.18809399
267,1,-4.4457994,-8.573523,0.051853776
268,1,-3.8178182,-8.083689,-0.16394025
269,1,-6.2885165,-8.358654,-0.25972837
270,1,-2.2277777,-7.910588,-0.35860744
271,1,-5.0406322,-9.051036,-0.21497393
272,1,-4.3801847,-8.445742,-0.3249193
273,1,-5.5378094,-8.886778,-0.20376125
274,1,-5.0417786,-8.771877,-0.3263833
275,1,-3.8482878,-8.686606,-0.021386027
276,1,-2.7823207,-7.9031835,-0.23163472
277,1,-3.1438859,-8.241441,-0.07230228
278,1,-2.8723392,-7.894015,0.05034828
279,1,-5.1161103,-8.781224,0.25790468
280,1,-3.633362,-8.251744,-0.21705705
281,1,-2.9419465,-7.620333,-0.09578
282,1,-3.4194489,-8.501596,-0.10475392
