index,label,logit_both,logit_img_only,logit_txt_only
64,1,-3.8829122,-7.9316244,-0.013110593
65,1,-1.7886342,-7.1557865,-0.36057842
66,0,10.532251,5.9441237,0.148202
67,0,-4.4182954,5.621704,-0.13211744
68,1,-9.01478,-8.14565,0.09693174
69,1,-3.0242982,-7.665621,-0.13918196
70,1,-7.7666903,-7.560133,0.0010391101
71,1,-2.904241,-8.552734,-0.18887374
72,1,-1.6851885,-6.225865,0.02761145
73,1,-3.9773164,-7.841285,-0.31926554
74,1,-4.8036985,-7.766737,-0.27816355
75,1,-4.9259005,-7.58753,-0.3587665
76,1,-3.6909544,-6.801402,-0.3475623
77,1,-3.458261,-8.307822,-0.04676795
78,1,-3.1030307,-7.7313485,-0.2344734
79,1,-2.7008767,-8.337863,-0.22684476
80,0,1.4309714,6.028666,-0.37542966
81,1,-4.2992783,-8.288282,-0.4188454
82,1,-2.7215223,-7.739806,-0.19395745
83,1,-3.7104402,-8.055223,-0.07480675
84,1,-2.972468,-8.205297,-0.5405454
85,1,-2.2419727,-7.0456505,-0.17843106
86,1,-8.676064,-7.7194734,-0.26460272
87,1,-3.3585548,-8.434481,-0.10656986
88,1,-4.269162,-7.6559515,-0.07796408
89,0,0.029871345,7.027398,-0.013183922
90,1,-4.537133,-6.6905823,-0.049250446
91,1,-1.7308433,-7.346402,-0.18978278
92,1,-2.8909264,-8.087344,-0.22110875
93,1,-4.9304957,-7.5431023,-0.23053645
94,0,-5.3046474,6.3861732,-0.48999622
95,1,-4.999709,-7.9172454,-0.18500955
96,1,-2.6095202,-7.685258,-0.21049947
97,1,-8.680951,-6.7440405,-0.1624838
98,1,-4.77151,-7.7520823,-0.170891
99,1,-5.7452993,-7.9135447,-0.4115028
100,1,-3.0455713,-8.539328,-0.29667085
101,1,-6.3453627,-8.461092,-0.114882775
102,1,-1.5485862,-7.0845747,-0.2973047
103,1,-1.4504818,-6.7212152,-0.023505263
104,1,-6.055128,-7.9494286,-0.25225034
105,1,-3.4153752,-8.2533,-0.09320958
106,1,-1.1597017,-6.109373,-0.45635438
107,1,-3.2413774,-8.095434,-0.29448152
108,1,-4.5917034,-7.989051,-0.013608202
109,1,-1.3364987,-7.579776,0.310279
110,1,-4.5138917,-8.059414,-0.37123632
111,1,-1.8040407,-6.8644524,-0.45977575
112,1,-3.6279144,-8.379164,-0.37780762
113,0,-6.1286855,5.712631,-0.012999341
114,1,-2.3853478,-8.088854,-0.008823782
115,1,-3.7812977,-7.7733545,-0.39696026
116,0,0.35200697,6.933504,-0.31700182
117,1,-4.237157,-7.8786087,-0.09989916
118,1,-2.2982984,-7.556241,-0.2854235
119,1,-5.834404,-6.428653,-0.15940371
120,1,-5.135331,-7.531385,-0.24995057
121,1,-2.342763,-7.9387655,-0.41610464
122,1,-2.764871,-8.201786,-0.32744208
123,0,10.263898,7.1283092,-0.16772342
124,1,-1.0301595,-7.0891256,0.052314162
125,1,-4.9967833,-7.5928917,-0.3048469
126,1,-1.1415358,-6.5065913,-0.15315193
127,1,-3.6728497,-8.062359,-0.40763566
128,1,-3.5884528,-8.157718,-0.36536723
129,1,-1.924002,-7.94989,0.30519778
130,1,-1.5514574,-7.150218,-0.31253916
131,1,-1.4130037,-7.214658,-0.3028866
132,1,-3.4816582,-8.129419,-0.43963176
133,1,-3.1200967,-7.451849,-0.15209794
134,1,-2.578608,-7.189103,-0.18443468
135,1,-3.945166,-8.557995,-0.047279015
136,1,-3.3777986,-6.946596,-0.5485214
137,1,-2.5167801,-7.726545,-0.13263813
138,0,-1.7787864,6.658114,-0.108294636
139,1,-2.66112,-7.4419003,-0.16675168
140,1,-2.70216,-7.5137916,0.22168109
141,1,-4.005809,-8.371044,-0.33273008
142,1,-4.534974,-8.494104,-0.145693
143,1,-4.182971,-7.931228,-0.19005902
144,0,-3.307469,6.67443,-0.20921065
145,0,6.295478,7.253926,-0.03302049
146,1,-3.2176151,-7.1134086,-0.1687518
147,1,-9.108152,-7.989149,-0.31509966
148,1,-8.137935,-6.945952,-0.07416538
149,1,-2.9507146,-7.8613605,0.008972898
150,1,-9.398527,-6.993251,-0.34204146
151,1,-3.367578,-7.6218534,-0.35654908
152,1,-6.137002,-8.231207,-0.010336563
153,1,-7.08418,-8.042763,0.011169419
154,1,-3.3892787,-6.3569174,-0.120769836
155,1,-4.003379,-8.4425335,0.124665774
156,0,-5.6474733,6.2225456,-0.092277884
157,1,-7.45926,-7.6439705,-0.12806112
158,1,-0.83698446,-6.846225,0.13138309
159,1,-2.919954,-8.291838,-0.10477766
160,1,-1.5963602,-7.7022514,-0.14913297
161,1,-7.043307,-6.775342,-0.4216032
162,1,-3.3306415,-7.934278,0.19294496
163,1,-2.8993633,-7.632781,-0.3279392
164,1,-4.804221,-8.541383,-0.16123587
165,1,-3.0081143,-7.9800158,-0.15779147
166,1,-5.968517,-8.234316,-0.24599586
167,0,-5.7207317,5.661049,-0.02231142
168,1,-6.927301,-6.7632885,-0.19194685
169,1,-3.024926,-7.77548,-0.16373228
170,1,-2.8687534,-8.309938,0.1588152
171,0,-4.2507973,6.5664916,-0.2063866
172,1,-2.6139693,-8.338741,-0.27363145
173,1,-3.0979824,-7.043098,0.22127983
174,1,-1.3151921,-7.026165,-0.31510952
175,0,-3.5619116,6.4069576,0.07809527
176,1,-2.1472564,-7.3201857,0.08291659
177,1,-9.128675,-7.480177,-0.37879837
178,1,-3.5765429,-7.7576323,-0.15080747
179,1,-4.055459,-8.002777,-0.46840566
180,1,-2.543804,-7.8369493,-0.29767472
181,1,-3.4264486,-7.4230285,-0.025808811
182,1,-6.683014,-8.152808,-0.17858008
183,1,-3.320084,-8.031431,-0.31477404
184,1,-6.3028474,-7.940496,-0.2986524
185,1,-1.2834923,-7.095518,0.09282522
186,1,-1.4605324,-7.4799457,-0.08476611
187,1,-2.3320034,-7.8284225,-0.34003595
188,1,-2.3574467,-7.9255247,-0.6090107
189,1,-7.8873887,-6.809634,-0.29015538
190,1,-2.6548378,-7.7505236,-0.38106287
191,1,-1.4432579,-7.451014,0.1230269
192,1,-3.8891253,-8.242567,-0.1643431
193,1,-3.5341022,-8.4612665,0.119717635
194,1,-3.4327068,-8.370622,-0.18373866
195,0,-0.39268234,6.755448,-0.1354368
196,1,-3.9245718,-8.16288,-0.18761772
197,1,-9.630134,-7.089742,-0.24900532
198,1,-2.5737011,-7.8938813,0.15023568
199,1,-7.587401,-7.960699,-0.14250666
200,1,-2.699184,-7.827947,-0.34445068
201,1,-2.2935019,-7.3014855,-0.44501105
202,0,-1.8793645,7.058404,-0.34369695
203,1,-2.732076,-7.5194445,-0.3830879
204,1,-3.3406224,-8.154009,-0.28684205
205,0,4.4914246,7.1432285,-0.111620545
206,1,-3.661333,-7.893901,-0.4903977
207,1,-3.4078233,-7.9801736,0.4308369
208,1,-5.8961987,-7.8480716,-0.1640299
209,1,-1.8290489,-7.720191,-0.5774298
210,1,-6.973818,-7.190357,-0.55426633
211,1,-3.6786752,-7.22005,-0.26084888
212,1,-0.3698991,-6.229312,0.3265063
213,1,-2.1314814,-6.9675903,0.037818342
214,1,-2.3242283,-7.7737865,-0.24473695
215,1,-3.6117697,-7.767298,-0.4083478
216,1,-3.221592,-8.207272,-0.14933984
217,1,-2.0474994,-8.243423,-0.002180785
218,1,-4.3518715,-8.295638,-0.1129525
219,1,-1.4467223,-6.470377,0.06342143
220,1,-6.7356534,-8.091803,-0.30039352
221,1,-2.7409048,-8.06603,-0.16494341
222,1,-3.8951595,-7.9352045,0.14457944
223,1,-4.008863,-7.3653727,-0.08927918
224,0,-4.310072,5.7799044,-0.29506686
225,1,-2.3155274,-7.8863745,-0.21284778
226,1,-2.8880463,-7.582845,-0.36674643
227,1,-1.2957762,-7.4250903,-0.1315924
228,1,-2.4354315,-7.564434,0.08358964
229,1,-3.515947,-8.355059,-0.42494392
230,1,-4.663993,-8.246595,-0.5417883
231,1,-4.3479557,-8.0055895,-0.09316762
232,1,-4.5378356,-8.214006,-0.4713174
233,1,-2.7251375,-8.000658,-0.1585804
234,0,-3.7994308,6.059142,-0.09692751
235,0,-2.9159136,6.756112,-0.40889978
236,1,-5.0641146,-8.280199,-0.42625648
237,1,-3.0373135,-7.368961,-0.048119098
238,1,-5.1636267,-6.718409,-0.043143176
239,1,-3.4111667,-6.4602327,-0.47359526
240,1,-1.2653241,-6.6243763,-0.21835682
241,1,-3.92801,-8.220138,-0.12265301
242,1,-1.787807,-7.2328253,-0.08299007
243,0,8.439777,6.5119643,-0.019597769
244,0,8.156026,6.6484723,-0.15556729
245,1,-4.663774,-8.256725,-0.15857938
246,1,-5.869501,-8.154478,-0.15947694
247,0,1.1246003,6.9375477,-0.17897055
248,1,-4.9736834,-7.2448883,-0.049542487
249,1,-2.3225226,-7.9385366,0.33771092
250,0,-0.7329042,6.7161827,-0.23090963
251,0,-3.6971965,6.0875816,-0.21198794
252,1,-2.818493,-7.6026793,-0.21153519
253,0,-4.7781878,5.640497,-0.5281595
254,1,-1.7646736,-7.3695493,-0.50406885
255,1,-2.6732187,-8.174376,0.004888594
256,1,-3.3737135,-7.904202,0.11452386
257,1,-2.7532358,-8.247392,-0.42701063
258,1,-0.9813043,-7.3119097,0.120753914
259,1,-8.072813,-8.1547985,-0.115054235
260,1,-2.2998853,-7.712776,0.18084642
261,1,-1.9932357,-7.157772,-0.006906159
262,1,-11.291528,-7.016737,-0.22231632
263,0,-1.0444336,6.7240753,0.0078211725
264,1,-6.800468,-7.982744,-0.1896485
265,1,-7.1915793,-7.8551598,-0.2583684
266,0,-1.5180097,6.5592856,-0.14725313
267,1,-5.230838,-8.308236,-0.0024705902
268,1,-3.2606194,-7.512351,-0.06501937
269,1,-6.5228753,-8.176373,-0.20684442
270,1,-1.7110925,-7.5976515,-0.35574985
271,1,-5.5774508,-8.653631,-0.1471692
272,1,-3.3917356,-8.129645,-0.3489218
273,1,-4.7889547,-8.416537,-0.1885079
274,1,-3.6126158,-8.2885475,-0.2667175
275,1,-3.3656292,-8.411606,-0.10521095
276,1,-1.6258276,-7.3415394,-0.2769458
277,1,-3.0409114,-8.423103,-0.0636718
278,1,-2.888785,-8.064838,0.0423263
279,1,-3.6155753,-8.229139,0.24515103
280,1,-3.0597892,-7.7322683,-0.22517064
281,1,-2.6762257,-8.033583,-0.09527996
282,1,-1.4524436,-7.6159363,-0.08253175
