index,label,score,pred,score_text,score_image,logit_text,logit_image
982,0,0.69295454,1,0.998262,0.99970347,6.353242,8.123318
986,1,0.4274735,0,0.030768884,0.99999714,-3.449999,12.760696
989,0,0.45687675,0,0.99298394,0.17804903,4.9525123,-1.5296218
1009,0,0.1811209,0,0.010785031,1.8928475e-06,-4.5187526,-13.177426
1073,1,0.69267905,1,0.9969265,0.9998989,5.781846,9.199066
1084,0,0.18231992,0,0.017836213,1.3128259e-06,-4.0085273,-13.543327
1101,0,0.21713698,0,0.20856127,0.00013014024,-1.3336196,-8.946768
1120,1,0.69326043,1,0.9992163,0.9999939,7.1506824,12.012596
1143,0,0.38964063,0,0.93757373,1.438393e-05,2.709309,-11.1493845
1194,1,0.6933952,1,0.99976665,0.999998,8.362719,13.101418
1203,0,0.19679074,0,0.10023194,2.1195021e-06,-2.1946502,-13.064327
1211,0,0.41993532,0,0.007881747,0.9960627,-4.835293,5.5333176
1213,1,0.6932128,1,0.9991955,0.9998265,7.124436,8.658864
1233,1,0.6931221,1,0.9986915,0.99995184,6.6375575,9.940863
1255,0,0.40054604,0,0.9758992,0.0015233692,3.7011123,-6.4853063
1287,0,0.1823384,0,0.01793338,1.2087598e-05,-4.0029955,-11.3233185
1332,0,0.18116094,0,0.010987269,3.427712e-05,-4.49997,-10.280998
1333,0,0.1854057,0,0.035792615,2.5027903e-05,-3.2935648,-10.595494
1354,1,0.18093173,0,0.009393455,0.00026620133,-4.658304,-8.230991
1359,1,0.6900653,1,0.9864044,0.9997179,4.284317,8.172998
1386,0,0.5575206,1,0.48941705,0.9989365,-0.042338222,6.845072
1433,1,0.6389638,1,0.785394,0.9999969,1.2973816,12.696721
1475,1,0.6932201,1,0.99967396,0.99939656,8.028101,7.4123707
1477,0,0.18263383,0,0.019672042,5.2844343e-06,-3.9086888,-12.15074
1505,1,0.40661266,0,0.99949837,2.7785547e-05,7.597227,-10.490967
1532,0,0.18045834,0,0.006158532,0.0006866951,-5.0837393,-7.282933
1609,1,0.683875,1,0.960951,0.9999888,3.2031052,11.400242
1632,1,0.57161903,1,0.538663,0.99980193,0.15496156,8.526639
1633,1,0.69325656,1,0.9992229,0.99997246,7.159117,10.4978485
1664,0,0.18007654,0,0.0045768437,3.775713e-05,-5.3821583,-10.1842985
1671,1,0.41992363,0,0.0038305183,0.9999037,-5.5609174,9.248327
1682,0,0.69218886,1,0.99494994,0.99986434,5.2832966,8.905006
1707,1,0.6933533,1,0.9995964,0.9999957,7.8147116,12.371456
1708,1,0.63350976,1,0.7669197,0.99795496,1.1909988,6.190324
1710,1,0.2062633,0,0.088231236,0.060819197,-2.3354254,-2.7371025
1740,1,0.6926532,1,0.9967439,0.999972,5.7239747,10.484564
1750,1,0.41089672,0,0.0058737467,0.9668069,-5.1313715,3.371655
1757,0,0.4336442,0,0.06331867,0.9898968,-2.6941628,4.5847454
1771,0,0.69285405,1,0.99754214,0.99999774,6.0059805,13.006134
1790,1,0.69325227,1,0.9991781,0.99999845,7.1030474,13.35387
1838,0,0.197871,0,0.106059425,0.00013239335,-2.1316397,-8.929601
1858,1,0.6934177,1,0.9998604,0.9999968,8.877165,12.646824
1942,1,0.6933203,1,0.99961144,0.9998512,7.852497,8.813182
1948,0,0.17974865,0,0.0026110685,5.9412665e-05,-5.945381,-9.730944
1960,0,0.62968737,1,0.8115822,0.94140524,1.4603238,2.776728
2002,0,0.40594137,0,0.99709046,3.3310048e-06,5.8368573,-12.612233
2012,0,0.18483903,0,0.032463085,6.8036905e-05,-3.39465,-9.595392
2026,0,0.68843305,1,0.98014647,0.9993297,3.8993185,7.307085
2027,1,0.6928476,1,0.9996749,0.9979291,8.03116,6.1777163
2089,0,0.40445483,0,0.9916924,7.993883e-06,4.782248,-11.736826
2100,1,0.32429463,0,0.6881406,2.4382473e-06,0.7914404,-12.924229
2178,1,0.43604177,0,0.99952257,0.10115096,7.6465335,-2.184501
2198,0,0.6924357,1,0.9958262,0.99999535,5.4747515,12.279587
2207,0,0.6924854,1,0.99896944,0.9971796,6.8766212,5.868039
2233,0,0.63106835,1,0.75560856,0.999995,1.1287522,12.19578
2244,1,0.4287675,0,0.03667039,0.9987708,-3.268426,6.7001495
2292,1,0.6928723,1,0.9976502,0.9999659,6.051065,10.28525
2294,0,0.18298702,0,0.0217367,7.650929e-06,-3.8067768,-11.780676
2310,1,0.65270627,1,0.8959897,0.94437623,2.153439,2.8319151
2319,1,0.693158,1,0.99901474,0.99978346,6.921608,8.437661
2321,1,0.6931763,1,0.99919945,0.99967885,7.1293826,8.043332
2326,0,0.35158762,0,0.7948459,4.1850594e-06,1.3543867,-12.3839855
2356,1,0.40667164,0,0.9997116,2.8268803e-05,8.150892,-10.473723
2357,1,0.69313115,1,0.998684,0.9999949,6.6318116,12.176231
2390,1,0.674987,1,0.92526174,0.9999949,2.5160847,12.186007
2396,0,0.18627308,0,0.004521681,0.034786094,-5.3943396,-3.323132
2404,1,0.69269276,1,0.99688464,0.9999927,5.7682858,11.836697
2417,1,0.6914859,1,0.99194145,0.9999844,4.8129334,11.069111
2420,0,0.19164781,0,0.07149168,6.393074e-06,-2.5639982,-11.960289
2434,0,0.43749842,0,0.96904075,0.13531393,3.4436364,-1.854769
2492,0,0.306361,0,0.38886622,0.21712065,-0.45208046,-1.2825254
2528,1,0.4062538,0,0.9970034,0.001171976,5.8072577,-6.7478914
2536,1,0.62433267,1,0.99847156,0.7431781,6.4819636,1.0625529
2540,0,0.42466754,0,0.022008609,0.99877757,-3.7940671,6.7056813
2542,1,0.69045365,1,0.9877081,0.9999907,4.3864512,11.584245
2566,0,0.2867598,0,0.5332794,3.627255e-05,0.1333149,-10.224413
2582,1,0.6915132,1,0.9920391,0.999998,4.825224,13.09498
2598,1,0.44569457,0,0.09555594,0.99998903,-2.2476087,11.419626
2631,1,0.6933039,1,0.9994661,0.99992585,7.5348186,9.5098095
2641,0,0.6919149,1,0.99413896,0.99956423,5.133537,7.7380643
2648,0,0.18010294,0,0.0047577755,1.4224453e-05,-5.343206,-11.160534
2649,1,0.59398925,1,0.9995975,0.6352955,7.817299,0.5550028
2690,0,0.69053596,1,0.98823744,0.999806,4.430996,8.54714
2721,0,0.2153834,0,0.19964854,1.9610795e-06,-1.3884925,-13.142014
2772,0,0.21356636,0,0.012477009,0.17028455,-4.371312,-1.583612
2792,0,0.18335617,0,0.023877347,2.3617935e-05,-3.710658,-10.653481
2798,0,0.38655153,0,0.9262131,1.5518083e-06,2.5299222,-13.376088
2804,0,0.6928469,1,0.9975319,0.9999795,6.001848,10.793588
2826,1,0.6927377,1,0.9970722,0.99999,5.830579,11.51745
2852,0,0.20909615,0,0.0010630824,0.15875137,-6.845519,-1.667548
2891,1,0.40646306,0,0.9989741,1.0494955e-05,6.8811684,-11.464605
2899,1,0.692958,1,0.99809223,0.99987996,6.259927,9.028133
2911,1,0.6652087,1,0.88684237,0.99974674,2.0588856,8.280807
2918,1,0.5477203,1,0.4607216,0.9932202,-0.157438,4.987012
2948,1,0.40604663,0,0.99746394,1.0994137e-05,5.9746027,-11.418138
2984,0,0.6127481,1,0.6880109,0.9994795,0.7908363,7.560038
2997,1,0.6921982,1,0.9984925,0.9965071,6.495776,5.6535206
3008,0,0.18333328,0,0.022617897,0.0011022798,-3.7661362,-6.809272
3056,0,0.6907454,1,0.988898,0.9999945,4.489461,12.109663
3057,1,0.6932966,1,0.9994367,0.9999254,7.4812183,9.503341
3062,1,0.6932255,1,0.99915457,0.9999155,7.0748696,9.378042
3075,1,0.69272584,1,0.99731773,0.999708,5.9184184,8.138483
3084,0,0.18479949,0,0.0041675563,0.026956437,-5.476249,-3.5862067
3108,0,0.6841771,1,0.9624115,0.9997603,3.2427459,8.33603
3137,0,0.18043299,0,0.006717145,7.9856e-06,-4.996352,-11.737863
3154,1,0.6681158,1,0.8980555,0.9999627,2.1758034,10.197216
3180,0,0.6929973,1,0.9985544,0.99959177,6.5378084,7.8032093
3241,0,0.3482545,0,0.0037174784,0.74566025,-5.5909853,1.0755993
3242,0,0.18057655,0,0.007568984,4.867105e-06,-4.8760986,-12.2330065
3247,0,0.6223778,1,0.98783046,0.7463978,4.3965726,1.0794919
3259,0,0.6932508,1,0.9992086,0.9999633,7.140874,10.213644
3269,1,0.6836499,1,0.9691952,0.99121827,3.448795,4.726259
3303,1,0.6925232,1,0.99620616,0.99997556,5.57057,10.618499
3305,1,0.6932326,1,0.9994184,0.9996909,7.44905,8.081266
3341,0,0.69252545,1,0.9982987,0.9979797,6.3746305,6.2025023
3350,0,0.39764962,0,0.96692675,1.8717466e-06,3.375397,-13.188637
3364,0,0.46144485,0,0.1525321,0.9986431,-1.7148778,6.6012053
3368,1,0.69283766,1,0.99757093,0.9999057,6.017842,9.268471
3378,1,0.60047555,1,0.99457633,0.6626946,5.2115383,0.6753254
3404,1,0.66431296,1,0.9987041,0.8892121,6.6472735,2.0827184
3435,0,0.40639666,0,0.99873704,7.0407914e-06,6.6730247,-11.863783
3440,1,0.42074355,0,0.006673905,0.99999845,-5.002854,13.39521
3472,1,0.63316756,1,0.99683964,0.7764488,5.7539186,1.2450898
3493,0,0.18228075,0,0.002282082,0.014682654,-6.0803823,-4.206297
3515,1,0.5408173,1,0.4294985,0.9998196,-0.28389764,8.619795
3526,1,0.6810164,1,0.9977366,0.95369685,6.0886083,3.025137
3595,0,0.39459485,0,0.010809268,0.90530056,-4.5164833,2.2575583
3660,1,0.69326013,1,0.99955994,0.99966383,7.7282486,7.9975295
3691,1,0.63400286,1,0.76667356,0.9999703,1.1896229,10.425645
3704,0,0.26200753,0,0.4245429,1.1853874e-05,-0.30415154,-11.342844
3711,0,0.40701577,0,0.987621,0.012806032,4.379298,-4.34495
3742,1,0.693132,1,0.99869955,0.9999831,6.6437693,10.983547
3752,0,0.19312076,0,0.042400274,0.03581846,-3.117275,-3.2928162
3763,1,0.69309545,1,0.9994653,0.99910563,7.5333242,7.0184693
3767,1,0.44327703,0,0.9996731,0.12560923,8.025564,-1.9403516
3784,0,0.18098877,0,0.009575141,0.0004146306,-4.6389637,-7.787708
3796,1,0.6672163,1,0.89447296,0.99999905,2.1372676,13.926716
3809,1,0.5751459,1,0.99773693,0.57206994,6.0887537,0.2903015
3846,1,0.69299793,1,0.9982797,0.9998573,6.3635073,8.85495
3847,1,0.6478569,1,0.8193145,0.99997115,1.5117099,10.452038
3855,0,0.41957298,0,0.003907556,0.9986237,-5.540928,6.5869637
3856,1,0.6928109,1,0.99736685,0.99999595,5.936909,12.425872
3860,1,0.693395,1,0.999796,0.9999691,8.496788,10.384194
3886,0,0.40556017,0,0.0055700806,0.9485925,-5.18476,2.9151933
3908,1,0.29747117,0,0.5677348,0.010422641,0.27261496,-4.5532975
3916,0,0.6931461,1,0.99882966,0.99991393,6.7492933,9.361008
3954,0,0.18173726,0,0.014276927,0.00013305778,-4.2347307,-8.924594
3957,0,0.18134785,0,0.0120680975,5.383553e-05,-4.4050484,-9.829523
3991,1,0.6262416,1,0.77135164,0.9675926,1.2159593,3.3964243
4000,0,0.26053396,0,0.41754958,0.0003161088,-0.33284086,-8.059108
